nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-guid,GEMMA-type,GEMMA-type,datum-tijd-export,GGM-toelichting
72,Beschikking Leerlingenvervoer,Een formeel besluit dat genomen wordt door een bevoegde instantie over het al dan niet toekennen van leerlingenvervoer aan een bepaalde leerling.,Class,,{81870665-768C-4fb2-8A4F-A9CB7989C884},,,,,BeschikkingLeerlingenvervoer,,,,,https://gemmaonline.nl/index.php/GEMMA/id-3f048a6b-523c-4e8e-a581-0fcc089f1ec6,,3f048a6b-523c-4e8e-a581-0fcc089f1ec6,,business-object,,04062025-090332,
73,Beslissing,Selectie van een voorstelbare werkelijkheid (voorkeursvariant) uit een aantal mogelijke werkelijkheden (varianten) op basis van een verzameling van criteria.,Class,Besluit,{B65280CD-3429-4966-AD2D-CB3EE76EE2E8},,,,,Beslissing,Selectie van een voorstelbare werkelijkheid (voorkeursvariant) uit een aantal mogelijke werkelijkheden (varianten) op basis van een verzameling van criteria.,,Besluit,,https://gemmaonline.nl/index.php/GEMMA/id-1855a91d-d82d-4544-a51b-7110776a9de1,,1855a91d-d82d-4544-a51b-7110776a9de1,,business-object,,04062025-090332,
74,Doorgeleiding OM,De overdracht van een leerplichtzaak aan het Openbaar Ministerie voor juridische vervolging.,Class,,{90E49701-2A06-4669-9199-6FCFDFCA707A},,,,,DoorgeleidingOM,,,,,https://gemmaonline.nl/index.php/GEMMA/id-341c4296-ac61-426e-b1d8-668052c53ea9,,341c4296-ac61-426e-b1d8-668052c53ea9,,business-object,,04062025-090332,
75,HALT-verwijzing,"Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.",Class,,{70E3C6AF-1117-4cfc-B61F-0D168010FFB9},,,,,HALTVerwijzing,"Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.","Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-",,,https://gemmaonline.nl/index.php/GEMMA/id-1bd77fef-f3da-40cc-b94f-e325b0781719,,1bd77fef-f3da-40cc-b94f-e325b0781719,,business-object,,04062025-090332,"Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-"
76,Klacht Leerlingenvervoer,Een uiting van ontevredenheid over het vervoer van leerlingen.,Class,,{07FE66E8-8316-406b-A590-922C2E7B4305},,,,,KlachtLeerlingenvervoer,Een uiting van ontevredenheid over het vervoer van leerlingen.,,,,https://gemmaonline.nl/index.php/GEMMA/id-df24e948-819b-4201-8dde-3c6865c09230,,df24e948-819b-4201-8dde-3c6865c09230,,business-object,,04062025-090332,
77,Leerplichtambtenaar,Ambtenaar die toezicht houdt op de uitvoering van de leerplichtwet.,Class,,{B369B374-F560-4ea6-9A8B-DBBCB4961EFF},,,,,Leerplichtambtenaar,Ambtenaar die toezicht houdt op de uitvoering van de leerplichtwet.,,,,https://gemmaonline.nl/index.php/GEMMA/id-eb5a2808-d438-4299-b803-4495b819396b,,eb5a2808-d438-4299-b803-4495b819396b,,business-object,,04062025-090332,
78,Procesverbaal Onderwijs,Een officieel document dat een overtreding van de leerplichtwet vastlegt.,Class,,{697F1730-B439-4b35-8799-1B2E9AB04548},,,,,ProcesverbaalOnderwijs,,,,,https://gemmaonline.nl/index.php/GEMMA/id-aa2cb2d9-8482-473c-a5bf-c042cb39352a,,aa2cb2d9-8482-473c-a5bf-c042cb39352a,,business-object,,04062025-090332,
79,Verlofaanvraag,"Een verzoek om toestemming te krijgen iets te doen, bijvoorbeeld vakantie of studie",Class,,{E9DECE41-F7F5-49f1-94B5-63DE941F6094},,,,,,,,,,,,,,,,04062025-090332,
80,Vervoerder,"Degene die openbaar vervoer of besloten busvervoer verricht, niet in de hoedanigheid van bestuurder van een auto, bus, trein, metro, tram of een via een geleidesysteem voortbewogen voertuig.",Class,,{613E192A-D0F2-4e67-BE73-51C09197EE3D},,,,,Vervoerder,"Degene die openbaar vervoer of besloten busvervoer verricht, niet in de hoedanigheid van bestuurder van een auto, bus, trein, metro, tram of een via een geleidesysteem voortbewogen voertuig.",,,,https://gemmaonline.nl/index.php/GEMMA/id-d3538832-c621-464d-adc3-3fdf7c6745af,,d3538832-c621-464d-adc3-3fdf7c6745af,,business-object,,04062025-090332,
81,Verzuimmelding,Een melding dat een leerling niet op school verschijnt. De school moet actie ondernemen naar de leerling (en zijn ouders). Een school moet het verzuim melden bij de gemeente. ,Class,,{252C70B1-4E02-4033-B2B5-86F65496D7AB},,,,,Verzuimmelding,Een melding dat een leerling niet op school verschijnt. De school moet actie ondernemen naar de leerling (en zijn ouders). Een school moet het verzuim melden bij de gemeente.,,,,https://gemmaonline.nl/index.php/GEMMA/id-e623ef14-c4de-498b-9504-5bb6fa4ce0de,,e623ef14-c4de-498b-9504-5bb6fa4ce0de,,business-object,,04062025-090332,
82,Vrijstelling,Een formeel besluit waarbij een leerling wordt ontheven van de leerplicht.,Class,,{B8584CD2-A54A-4a59-82B6-A597A0864CFA},,,,,Vrijstelling,,,,,https://gemmaonline.nl/index.php/GEMMA/id-e09e0c4d-1c6f-474b-8abc-7fd36f6fd699,,e09e0c4d-1c6f-474b-8abc-7fd36f6fd699,,business-object,,04062025-090332,
83,Ziekmelding Leerlingenvervoer,Een melding van een zieke leerling die recht heeft op vervoer van en naar onderwijs.,Class,,{7689A6B7-2A9E-42db-A028-E4601305DBFF},,,,,ZiekmeldingLeerlingenvervoer,Een melding van een zieke leerling die recht heeft op vervoer van en naar onderwijs.,,,,https://gemmaonline.nl/index.php/GEMMA/id-7c4345ce-0561-47eb-ad3d-4b21f15687e3,,7c4345ce-0561-47eb-ad3d-4b21f15687e3,,business-object,,04062025-090332,
84,Inschrijving,Deelname van iemand aan een opleiding bij een onderwijsinstelling.,Class,,{CFFD5F20-5FA9-4d93-AD34-6867D64A58B9},,,,,Inschrijving,Deelname van iemand aan een opleiding bij een onderwijsinstelling.,,,,https://gemmaonline.nl/index.php/GEMMA/id-5e8930d4-8f06-4075-bf2b-31f45ee86dbc,Inschrijving (Onderwijs),5e8930d4-8f06-4075-bf2b-31f45ee86dbc,,business-object,,04062025-090332,
85,Leerjaar,Is de codering van het jaar of het niveau waarin de leerling onderwijs volgt.,Class,,{D7ECEB92-BE50-4e30-9F27-54A008BC75DF},,,,,Leerjaar,Is de codering van het jaar of het niveau waarin de leerling onderwijs volgt.,,,,https://gemmaonline.nl/index.php/GEMMA/id-33e656c4-9a9a-4127-a52a-6f804d0a3ce9,,33e656c4-9a9a-4127-a52a-6f804d0a3ce9,,business-object,,04062025-090332,
86,Leerling,"Mens die een opleiding volgt, heeft gevolgd of gaat volgen of opgaat of is opgegaan voor een toets. (Bron: KOI)",Class,Onderwijsvolger,{266057AF-58BD-42e1-B4D5-16EB266B9B7A},,,,,Leerling,"Mens die een opleiding volgt, heeft gevolgd of gaat volgen of opgaat of is opgegaan voor een toets. (Bron: KOI)",,Onderwijsvolger,,https://gemmaonline.nl/index.php/GEMMA/id-e2ea124f-56ce-4614-9e32-0f13371a5ede,,e2ea124f-56ce-4614-9e32-0f13371a5ede,,business-object,,04062025-090332,
87,Locatie,De locatie beschrijft middels co√∂rdinaten de ruimtelijke dimensie of ruimtelijke afbakening van een regel of van een objecttype die in de regel beschreven wordt. (CIMOW),Class,,{3119A4DB-BB23-4adc-98BD-82F2D7996C6B},,,,,,,,,,,,,,,,04062025-090332,
88,Loopbaanstap,"Een logische en ook uitdagende stap naar een volgende functie binnen dezelfde functiefamilie of een andere, op hetzelfde schaalniveau of op een schaalniveau hoger.",Class,,{0E3DE26B-C535-4a03-98A4-8D36DC3D5297},,,,,Loopbaanstap,"Een logische en ook uitdagende stap naar een volgende functie binnen dezelfde functiefamilie of een andere, op hetzelfde schaalniveau of op een schaalniveau hoger.",,,,https://gemmaonline.nl/index.php/GEMMA/id-a397db5a-35ee-436d-b358-d04415b3d61b,,a397db5a-35ee-436d-b358-d04415b3d61b,,business-object,,04062025-090332,
89,Onderwijsloopbaan,"Loopbaan als leerling in het onderwijs; loopbaan als leerling op school; tijd die iemand als leerling heeft doorgebracht op school, vaak met de bijgedachte aan de daarbij opgedane kennis en ervaring; tijd die men schoolgegaan heeft; onderwijscarri√®re; schoolloopbaan; schoolcarri√®re; schooltijd; de schooljaren",Class,,{F47ACE79-C476-479f-A3A3-729E65AF3D32},,,,,Onderwijsloopbaan,"Loopbaan als leerling in het onderwijs; loopbaan als leerling op school; tijd die iemand als leerling heeft doorgebracht op school, vaak met de bijgedachte aan de daarbij opgedane kennis en ervaring; tijd die men schoolgegaan heeft; onderwijscarri√®re; sc",,,,https://gemmaonline.nl/index.php/GEMMA/id-153ea543-3a96-4878-b661-f7c3d0f07d20,,153ea543-3a96-4878-b661-f7c3d0f07d20,,business-object,,04062025-090332,
90,Onderwijsniveau,De hoogte van een soort onderwijs in relatie tot andere soorten onderwijs,Class,,{96AB51D0-52E5-4515-B21F-98B30C4B9C42},,,,,Onderwijsniveau,De hoogte van een soort onderwijs in relatie tot andere soorten onderwijs,,,,https://gemmaonline.nl/index.php/GEMMA/id-bffa3b38-9484-468b-9152-8cc6dac76229,,bffa3b38-9484-468b-9152-8cc6dac76229,,business-object,,04062025-090332,
91,Onderwijssoort,Typologie voor onderwijs,Class,,{8AF9FAE6-13D8-484d-97F5-2A3839BC8618},,,,,,,,,,,,,,,,04062025-090332,
92,Ouder Of Verzorger,Een persoon die wettelijk verantwoordelijk is voor de zorg en opvoeding van een kind.,Class,,{51C8E3DF-FFF4-4a20-9CB2-AA5FA50579E2},,,,,OuderOfVerzorger,,,,,https://gemmaonline.nl/index.php/GEMMA/id-91982611-d658-4c52-8869-0bbf87b487d3,,91982611-d658-4c52-8869-0bbf87b487d3,,business-object,,04062025-090332,
93,School,"Gebouw in gebruik voor basis, middelbaar of hoger onderwijs.",Class,,{32DFC5DD-79D9-45d5-8F9D-7D5125961817},,,,,School,"Gebouw in gebruik voor basis, middelbaar of hoger onderwijs.",,,,https://gemmaonline.nl/index.php/GEMMA/id-f2c26bb2-4c76-4b03-8ceb-6397b5a12ae8,,f2c26bb2-4c76-4b03-8ceb-6397b5a12ae8,,business-object,,04062025-090332,
94,Startkwalificatie,Diploma van een opleiding als bedoeld in de WEB of een diploma hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs als bedoeld in de WVO;,Class,,{E8301577-1A49-43cf-A2CA-0F042584EBB3},,,,,Startkwalificatie,Diploma van een opleiding als bedoeld in de WEB of een diploma hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs als bedoeld in de WVO;,,,,https://gemmaonline.nl/index.php/GEMMA/id-7fd9ee36-f8f5-48a1-ba76-b68030cf07c2,,7fd9ee36-f8f5-48a1-ba76-b68030cf07c2,,business-object,,04062025-090332,
95,Uitschrijving,Beeindiging van een inschrijving van een leerling bij een school,Class,,{133AF611-9FA0-4a09-BF12-74C5FA5F6F60},,,,,Uitschrijving,Beeindiging van een inschrijving van een leerling bij een school,,,,https://gemmaonline.nl/index.php/GEMMA/id-b83efc57-9184-4405-8c23-fbcabe7577b4,,b83efc57-9184-4405-8c23-fbcabe7577b4,,business-object,,04062025-090332,
96,Archeologiebesluit,Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie,Class,,{836E51BF-65E9-4482-B555-C9AB737D264D},,,,,Archeologiebesluit,Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie,,,,https://gemmaonline.nl/index.php/GEMMA/id-6df26100-0a75-447d-a8f1-5a87adeea7ef,,6df26100-0a75-447d-a8f1-5a87adeea7ef,,business-object,,04062025-090332,
97,Artefact,"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt. ",Class,"artefacten, voorwerp, voorwerpen",{2C230EE7-036D-48be-B82A-FF45598170F7},,,,,Artefact,"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt.",,"artefacten, voorwerp, voorwerpen",,https://gemmaonline.nl/index.php/GEMMA/id-7f936c4f-360e-47a3-a558-1682d8cfbf1a,,7f936c4f-360e-47a3-a558-1682d8cfbf1a,,business-object,,04062025-090332,
98,Artefactsoort,Typering van artefacten,Class,,{67CF25EB-EBB0-4185-8171-1F9DD3B5D212},,,,,,,,,,,,,,,,04062025-090332,
99,boring,"Een verticale grondmonstername binnen een project
De gegevens over het geheel van activiteiten, voor zover relevant voor het onderzoek, dat tot doel heeft door boren een gat in de ondergrond te maken om monsters uit de ondergrond te nemen en/of metingen aan de ondergrond te doen.
Een middel om door boren of steken toegang te krijgen tot de ondergrond om bijvoorbeeld geroerde en/of ongeroerde monsters aan de ondergrond te ontlenen voor nader onderzoek. ",Class,,{E11FDCA7-7538-4353-83FF-72164D928452},,,,,Boring,,,,,https://gemmaonline.nl/index.php/GEMMA/id-6897cf81-2661-4676-80b2-588cb1f4e42d,,6897cf81-2661-4676-80b2-588cb1f4e42d,,business-object,,04062025-090332,
100,Doos,Een afsluitbaar object waar iets in wordt opgeborgen of verpakt.,Class,,{703CAFCF-FDC0-4861-AA76-1692303DE7BE},,,,,,,,,,,,,,,,04062025-090332,"Een doos bestaat meestal uit gevouwen karton, eventueel met lijm of plakband dichtgezet. In deze vorm heeft het vaak de vorm van een balk. Met een doos wordt meestal een grote kartonnen doos bedoeld, met geen andere functie dan verpakking of opslag. Voorb"
101,Kaart,De geografische weergave van een gedeelte van het aardoppervlak,Class,,{F28DDE36-7BE4-45f7-A820-FFF0261CAA4E},,,,,Kaart,De geografische weergave van een gedeelte van het aardoppervlak,,,,https://gemmaonline.nl/index.php/GEMMA/id-21a5d5b7-69f0-4501-98db-0655c44136b1,,21a5d5b7-69f0-4501-98db-0655c44136b1,,business-object,,04062025-090332,
102,locatie,Een specifieke plaats,Class,,{F25EE5A8-2CF4-498b-8DAD-8EEE48FAF3A5},,,,,Locatie,,,,,https://gemmaonline.nl/index.php/GEMMA/id-ede94eee-d934-40f8-adcc-dc4b1703d333,Locatie (Archeologie),ede94eee-d934-40f8-adcc-dc4b1703d333,,business-object,,04062025-090332,
103,Magazijnlocatie,Locatie van een magazijn,Class,,{4C1543FD-250B-4291-9B23-BC9D3D9C0C4A},,,,,Magazijnlocatie,Locatie van een magazijn,,,,https://gemmaonline.nl/index.php/GEMMA/id-ba16f72b-26d0-4f28-be3d-68a3155dca65,,ba16f72b-26d0-4f28-be3d-68a3155dca65,,business-object,,04062025-090332,
104,Magazijnplaatsing,Het ergens neerzetten van een object in een magazijn.,Class,,{F954FB72-AE88-4a0e-A3D8-555FCF8D9C9F},,,,,MagazijnPlaatsing,Het ergens neerzetten van een object in een magazijn.,,,,https://gemmaonline.nl/index.php/GEMMA/id-b46a7928-928b-4ad4-9c27-f3d112073ea0,,b46a7928-928b-4ad4-9c27-f3d112073ea0,,business-object,,04062025-090332,
105,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",Class,,{E42A32F7-262F-4005-9EB9-4674B76E8825},,,,,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",,,,https://gemmaonline.nl/index.php/GEMMA/id-8d356375-d2fe-4939-8ed7-f1403fa8c96e,Project (Archeologie),8d356375-d2fe-4939-8ed7-f1403fa8c96e,,business-object,,04062025-090332,
106,Put,"Grondspoor, veelal verstevigd en gefundeerd aangelegd, bedoeld voor de tijdelijke opslag van danwel water (waterput) danwel uitwerpselen en afval (beerput).",Class,,{17286CE1-21F2-454b-95A6-3E4C0C6E2453},,,,,Put,"Grondspoor, veelal verstevigd en gefundeerd aangelegd, bedoeld voor de tijdelijke opslag van danwel water (waterput) danwel uitwerpselen en afval (beerput).",,,,https://gemmaonline.nl/index.php/GEMMA/id-6ace770c-ac42-4d79-bd84-145f77968360,Put (Archeologie),6ace770c-ac42-4d79-bd84-145f77968360,,business-object,,04062025-090332,
107,Spoor,Een blijk van eerdere aanwezigheid.,Class,Overblijfsel,{14939C33-2DCE-41bf-A2BE-FF1EDD292FE7},,,,,Spoor,Een blijk van eerdere aanwezigheid.,"In enge zin is het een afdruk in de grond, bijvoorbeeld van schoenen, voeten, poten of banden. Meer algemeen worden ook andere veranderingen op een locatie of route sporen genoemd, en, nog algemener, ook andere aanwijzingen voor te achterhalen informatie.",Overblijfsel,,https://gemmaonline.nl/index.php/GEMMA/id-3f6a41fd-293f-4f84-a449-1daa26b8a757,,3f6a41fd-293f-4f84-a449-1daa26b8a757,,business-object,,04062025-090332,"In enge zin is het een afdruk in de grond, bijvoorbeeld van schoenen, voeten, poten of banden. Meer algemeen worden ook andere veranderingen op een locatie of route sporen genoemd, en, nog algemener, ook andere aanwijzingen voor te achterhalen informatie."
108,Stelling,"Een systeem om goederen op te slaan die worden vervoerd en opgeslagen op pallets, in bundels of per stuk.(Wikipedia)",Class,Stellingkast,{382D408F-41A3-49d2-9F66-DFFA6C75590D},,,,,,,,,,,,,,,,04062025-090332,
109,Vindplaats,Een plek waar men iets gevonden heeft.,Class,Vindplaatsen,{84DED9A9-2D33-4a77-94F2-29657024590F},,,,,Vindplaats,Een plek waar men iets gevonden heeft.,,Vindplaatsen,,https://gemmaonline.nl/index.php/GEMMA/id-d4ab4c0d-d752-4d86-ad6a-2ac25ec6af6b,,d4ab4c0d-d752-4d86-ad6a-2ac25ec6af6b,,business-object,,04062025-090332,
110,Vlak,"Plat, oneindig oppervlak of variëteit zonder enige kromming. ",Class,,{0644BD52-8C2B-462d-94B9-9C99908952F5},,,,,Vlak,"Plat, oneindig oppervlak of vari√´teit zonder enige kromming.",,,,https://gemmaonline.nl/index.php/GEMMA/id-c74cb377-1926-4afd-a50d-14b2643b04b2,,c74cb377-1926-4afd-a50d-14b2643b04b2,,business-object,,04062025-090332,
111,Vondst,"Overblijfsel, voorwerp of ander spoor van menselijke aanwezigheid in het verleden afkomstig van een archeologisch monument",Class,Archeologische vondst,{F8283401-70F8-41b8-A97C-32A9074AD4B1},,,,,Vondst,"Overblijfsel, voorwerp of ander spoor van menselijke aanwezigheid in het verleden afkomstig van een archeologisch monument",,Archeologische vondst,,https://gemmaonline.nl/index.php/GEMMA/id-fc805177-e231-40eb-8f59-0fb3bdc896a1,,fc805177-e231-40eb-8f59-0fb3bdc896a1,,business-object,,04062025-090332,
112,Vulling,"Dunne wegeringsplank gebruikt om de ruimte tussen de bovenste kimweger en de onderste balkweger op te vullen (Sopers, 1974).",Class,Vullingen (plank),{8417459E-2193-44a2-A1AC-38C39EA93CBF},,,,,Vulling,"Dunne wegeringsplank gebruikt om de ruimte tussen de bovenste kimweger en de onderste balkweger op te vullen (Sopers, 1974).",,Vullingen (plank),,https://gemmaonline.nl/index.php/GEMMA/id-f7d73677-6a8a-4921-acfc-590e3bf6cb26,,f7d73677-6a8a-4921-acfc-590e3bf6cb26,,business-object,,04062025-090332,
113,Aanvraag,"(officieel) verzoek, iets (officieel) vragen aan een bevoegde macht.",Class,,{2F2A3590-9B34-4ec5-B0AE-B487ED241155},,,,,Aanvraag,"(officieel) verzoek, iets (officieel) vragen aan een bevoegde macht.",,,,https://gemmaonline.nl/index.php/GEMMA/id-6c992a39-ca0b-4d4c-b749-fe8167af540d,Aanvraag (Archief),6c992a39-ca0b-4d4c-b749-fe8167af540d,,business-object,,04062025-090332,
114,Archief,De bewaarplaats van belangrijke gegevens die zijn vastgelegd in documentvorm alsook de verzameling van documenten die voor een bepaald doel vervaardigd zijn.,Class,,{E09E5B44-4D39-455a-B0A5-390A63AC0C43},,,,,Archief,De bewaarplaats van belangrijke gegevens die zijn vastgelegd in documentvorm alsook de verzameling van documenten die voor een bepaald doel vervaardigd zijn.,,,,https://gemmaonline.nl/index.php/GEMMA/id-6b072b67-e13f-422e-9e5c-068deb532aad,,6b072b67-e13f-422e-9e5c-068deb532aad,,business-object,,04062025-090332,
115,Archiefcategorie,Typologie van een archief conform landelijke indeling,Class,,{66DB38CC-932D-462c-9791-C60237EA9B7A},,,,,,,,,,,,,,,,04062025-090332,
116,Archiefstuk,"Bijeengebrachte informatie, ongeacht het medium, die wordt gecreëerd, ontvangen en gearchiveerd door een bureau, een instelling, een organisatie of een individu met het oog op het nakomen van wettelijke verplichtingen of het uitvoeren van zakelijke transacties.(AAT)",Class,Archiefbescheiden,{369E453B-4C3A-48dc-9619-C36232B339D9},,,,,Archiefstuk,"Bijeengebrachte informatie, ongeacht het medium, die wordt gecreëerd, ontvangen en gearchiveerd door een bureau, een instelling, een organisatie of een individu met het oog op het nakomen van wettelijke verplichtingen of het uitvoeren van zakelijke transa",,Archiefbescheiden,,https://gemmaonline.nl/index.php/GEMMA/id-7b7d7585-b081-4bcc-a39e-cf6b3803799a,,7b7d7585-b081-4bcc-a39e-cf6b3803799a,,business-object,,04062025-090332,
117,Auteur,De persoon die verantwoordelijk is voor de inhoud van een (digitaal) document,Class,,{BCAFBBCD-851E-4235-9D85-88EC71F2245B},,,,,Auteur,De persoon die verantwoordelijk is voor de inhoud van een (digitaal) document,,,,https://gemmaonline.nl/index.php/GEMMA/id-3335a028-e7f5-44a7-9afc-a80ba0214eb6,,3335a028-e7f5-44a7-9afc-a80ba0214eb6,,business-object,,04062025-090332,
