"nr","naam","definitie","uml-type","ggm-guid","bron","domein-iv3","archimate-type","toelichting","gemma-guid","synoniemen","domein-dcat","domein-gemma","datum-tijd-export"
"860","Tentoonstelling","Een uitstalling van voorwerpen om door het grote publiek bekeken te worden.","Class","{069C9894-5E07-4c95-AC28-EB4A5EBFD165}","","Museum Prinsenhof","Business object","","id-069c9894-5e07-4c95-ac28-eb4a5ebfd165","","","","28062023-11:06:06"
"861","Terreindeel","Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met of zonder aaneengesloten vegetatie.","Class","{E9091F41-09F6-42D6-9295-8FE1CA54198}","","Ruimte","Business object","","id-e9091f41-09f6-42d6-9295-8fe1ca54198","","","","28062023-11:06:06"
"862","Thema","Kernachtige weergave van de grondgedachte achter een regel.","Class","{55FC829A-906B-4cb7-87D7-5BBAE59E07A8}","https://geonovum.github.io/TPOD/CIMOW/CIMOW_v2.1.0.pdf","Omgevingswet","Data object","","id-55fc829a-906b-4cb7-87d7-5bbae59e07a8","","","","28062023-11:06:06"
"863","Toegangsmiddel","Een middel waarmee men zich toegang tot iets kan verschaffen.","Class","{D67A4AC2-9A17-4cd0-82D7-732A89018FDA}","","ICT","Business object","","id-d67a4ac2-9a17-4cd0-82d7-732a89018fda","","","","28062023-11:06:06"
"864","Toepasbare Regel","<i>Vanwege de leesbaarheid wordt gewerkt met de term Toepasbare regel ipv regelbeheersobject</i>
<i>
</i><i>Een regelbeheerobject heeft een koppeling met een samenhangende set met regels om een afleiding te kunnen doen. Het regelbeheerobject ‘conclusie gevelaanpassing’ kan een vraag beantwoorden zoals: “Heb ik een vergunning nodig voor het veranderen van een kozijn, kozijninvulling of gevelpaneel”. Het regelbeheerobject ‘melding lozing’ beantwoordt de vraag “Wat moet ik aan informatie (gegevens en documenten) aanleveren als ik ga lozen vanuit particuliere huishoudens”. Het regelbeheerobject “Opslaan van gasolie smeerolie of afgewerkte olie in een bovengrondse opslagtank” </i>geeft aan welke maatregelen genomen dienen te worden.
Het regelbeheerobject is onderdeel van de functionele structuur. De set met regels is gedefinieerd in het Toepasbare regelbestand<sup>2</sup>.
","Class","{10C06EB3-F94A-4005-9C66-0DAE61B96192}","https://wilmaonline.nl/index.php/WILMA/id-f467b079-b26b-4f409-fb58-06406e2bb4e","Omgevingswet","Business object","","id-10c06eb3-f94a-4005-9c66-0dae61b96192","","","","28062023-11:06:06"
"865","ToepasbareRegelBestand","Bestand met aangeleverde toepasbare regels","Class","{3120D398-95C1-42fe-B10F-4F3B6BF15D1A}","","Omgevingswet","Data object","","id-3120d398-95c1-42fe-b10f-4f3b6bf15d1a","","","","28062023-11:06:06"
"866","Toewijzing","Toewijzing die door gemeente aan zorgaanbieder wordt gestuurd. zie https://informatiemodel.istandaarden.nl/2019/views/view_274300.html ","Class","{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5}","","Generiek Jeugd en Wmo","Business object","","id-01ece551-a7b0-4b99-b6e7-f654d6ac15d5","","","","28062023-11:06:06"
"867","Traject (Participatie)","Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.","Class","{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F}","https://www.ensie.nl/anw/traject","Participatie","Business object","","id-ab20d9f3-fbeb-4d10-a8a5-429f0ab8432f","","","","28062023-11:06:06"
"868","Traject (Schuldhulpverlening)","Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.","Class","{839017B2-0F95-42d0-AB2B-E873636340DA}","","Schuldhulpverlening","Data object","","id-839017b2-0f95-42d0-ab2b-e873636340da","","","","28062023-11:06:06"
"869","TrajectActiviteit","","Class","{C84E20C3-9FE5-49bf-AFE2-C5A868F2D7D5}","","Participatie","Data object","","id-c84e20c3-9fe5-49bf-afe2-c5a868f2d7d5","","","","28062023-11:06:06"
"870","TrajectActiviteitsoort","","Class","{3AB13A36-82B9-401d-9FBD-67D8EB7312C8}","","Participatie","Data object","","id-3ab13a36-82b9-401d-9fbd-67d8eb7312c8","","","","28062023-11:06:06"
"871","Trajectsoort","","Class","{65B605C4-8F44-4447-BA76-B3070B1EBCBD}","","Participatie","Data object","","id-65b605c4-8f44-4447-ba76-b3070b1ebcbd","","","","28062023-11:06:06"
"872","TUNNELDEEL","Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang, dat essentieel is voor de constructie.","Class","{EE07AE43-1825-4377-9984-9636AB015C11}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-ee07ae43-1825-4377-9984-9636ab015c11","","","","28062023-11:06:06"
"873","Tunnelobject","Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang dat essentieel is voor de constructie.","Class","{906C9BA6-762D-4B15-94A3-6D8F2D8B922}","","Ruimte","Business object","","id-906c9ba6-762d-4b15-94a3-6d8f2d8b922","","","","28062023-11:06:06"
"874","Type Verzoek","","Enumeration","{AC018290-7C62-49bd-A664-8A578EE97AFE}","","Omgevingswet","Data object","","id-ac018290-7c62-49bd-a664-8a578ee97afe","","","","28062023-11:06:06"
"875","TypeAdresseerbaarObject","","Enumeration","{3DD4320F-CA3A-40c9-BB16-40064717EC8B}","","Vastgoed","Data object","","id-3dd4320f-ca3a-40c9-bb16-40064717ec8b","","","","28062023-11:06:06"
"876","TypeBedrag","Een hoeveelheid geld in cijfers in een bepaalde valuta.","DataType","{510A0B01-75F9-430e-9FF1-99911FAA614E}","","Complex datatype","Data object","","id-510a0b01-75f9-430e-9ff1-99911faa614e","","","","28062023-11:06:06"
"877","TypeBreuk","De uitkomst van een deling van een geheel getal (de teller) door een ander geheel getal (de noemer).","DataType","{02C9FDB1-0F08-4cd9-80FE-319F83C26757}","","Complex datatype","Data object","","id-02c9fdb1-0f08-4cd9-80fe-319f83c26757","","","","28062023-11:06:06"
"878","TypeKadastraleAanduiding","De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.","DataType","{DB619B91-E690-49c0-88C0-733F37C0357B}","","Complex datatype","Data object","","id-db619b91-e690-49c0-88c0-733f37c0357b","","","","28062023-11:06:06"
"879","TypeKadastraleAanduiding - Copy","De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.","DataType","{6591AE17-4C53-4cc4-B18F-655D25E5B0BE}","","Complex datatype","Data object","","id-6591ae17-4c53-4cc4-b18f-655d25e5b0be","","","","28062023-11:06:06"
"880","TypeKoopsom","Hetbedrag, waarvoor één of meer onroerende zaken zijn verkregen, het koopjaar en een indicator of het meerdere onroerende goederen betreft.
","DataType","{72D99BCE-F52F-4a19-90A6-5813DB40066B}","","Complex datatype","Data object","","id-72d99bce-f52f-4a19-90a6-5813db40066b","","","","28062023-11:06:06"
"881","TypeLabel","De tekst en positie van een label. ","DataType","{C74E1553-32AE-4fd8-9796-00C6E1C51A11}","","Complex datatype","Data object","","id-c74e1553-32ae-4fd8-9796-00c6e1c51a11","","","","28062023-11:06:06"
"882","TypeLabelpositie","De positie van een label op de kaart, samengesteld uit plaatsingspunt en rotatiehoek. 
","DataType","{5EEC2C27-B576-4f86-9768-5E785592FA4F}","","Complex datatype","Data object","","id-5eec2c27-b576-4f86-9768-5e785592fa4f","","","","28062023-11:06:06"
"883","TypeLandinrichtingsrente","De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.","DataType","{46A510E7-E757-4ad6-B697-DF79FE87F4F2}","","Complex datatype","Data object","","id-46a510e7-e757-4ad6-b697-df79fe87f4f2","","","","28062023-11:06:06"
"884","TypeLandinrichtingsrente - Copy","De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.","DataType","{CA528BE2-8D22-440f-94BB-0209C7E9A2C0}","","Complex datatype","Data object","","id-ca528be2-8d22-440f-94bb-0209c7e9a2c0","","","","28062023-11:06:06"
"885","TypeMonument","","Enumeration","{5C808AC9-CB09-4f4d-813E-821829856BA8}","","Erfgoed: Monumenten ","Data object","","id-5c808ac9-cb09-4f4d-813e-821829856ba8","","","","28062023-11:06:06"
"886","typeObjectcode","Codering van de binnen de BAG onderscheiden objecttypen.","Enumeration","{29B5467C-7E93-427a-9884-80CD0E931B6A}","","Enumeratiesoort","Data object","","id-29b5467c-7e93-427a-9884-80cd0e931b6a","","","","28062023-11:06:06"
"887","typeOverbrugging","Een codering van de verschillende waarden die de typering van een overbrugging kan aannemen.","Enumeration","{F6175714-DD26-4c1d-BE2D-F9A60E9B0717}","","Enumeratiesoort","Data object","","id-f6175714-dd26-4c1d-be2d-f9a60e9b0717","","","","28062023-11:06:06"
"888","typeringAppartementsrechtsplitsing","De verschillende waarden die de typering van appartementsrechtsplitsingen kan aannemen.","Enumeration","{6D64D2BB-B7FF-4771-B12F-F97458E8447F}","","Enumeratiesoort","Data object","","id-6d64d2bb-b7ff-4771-b12f-f97458e8447f","","","","28062023-11:06:06"
"889","typeringFunctie","De verschillende waarden die een type functie conform KvK kan aannemen","Enumeration","{259418D3-0294-4f13-A001-A84B00AFA11A}","","Enumeratiesoort","Data object","","id-259418d3-0294-4f13-a001-a84b00afa11a","","","","28062023-11:06:06"
"890","typeringFunctionaris","De verschillende waarden die een type functionaris conform KvK kan aannemen.","Enumeration","{75587AAD-69CF-4db2-B8CB-F2C49BB84B9E}","","Enumeratiesoort","Data object","","id-75587aad-69cf-4db2-b8cb-f2c49bb84b9e","","","","28062023-11:06:06"
"891","typeringFunctioneelGebied","De verschillende waarden die de typering  van het functioneel gebied kan aannemen.","Enumeration","{9691D0DC-42FD-4590-A7AE-48A29EC9FAB6}","","Enumeratiesoort","Data object","","id-9691d0dc-42fd-4590-a7ae-48a29ec9fab6","","","","28062023-11:06:06"
"892","typeringGebouwinstallatie","De verschillende waarden die de typering van een gebouwinstallatie kan aannemen.
","Enumeration","{EAAA0011-DD1F-4430-90EC-73150DE47D9C}","","Enumeratiesoort","Data object","","id-eaaa0011-dd1f-4430-90ec-73150de47d9c","","","","28062023-11:06:06"
"893","typeringIngeschrevenNietNatuurlijkPersoon","De verschillende waarden die de typering van een ingeschreven niet natuurlijk personen conform KvK kan aannemen","Enumeration","{536B347B-01A6-417c-A01D-1739BBD0B2E5}","","Enumeratiesoort","Data object","","id-536b347b-01a6-417c-a01d-1739bbd0b2e5","","","","28062023-11:06:06"
"894","typeringInrichtingselement","<font color=""#0f0f0f"">De verschillende waarden die de typering van het inrichtingselement kan aannemen.</font>","Enumeration","{4A445D67-F0F4-47a9-834F-F99508939495}","","Enumeratiesoort","Data object","","id-4a445d67-f0f4-47a9-834f-f99508939495","","","","28062023-11:06:06"
"895","typeringInrichtingselementPlus","De verschillende waarden die een nadere categorisering van een type inrichtingselement kan aannemen.","Enumeration","{587CF5D6-8528-45ed-9AA0-8E446F48B71F}","","Enumeratiesoort","Data object","","id-587cf5d6-8528-45ed-9aa0-8e446f48b71f","","","","28062023-11:06:06"
"896","typeringKunstwerk","De verschillende waarden die de typering van het kunstwerk kan aannemen.","Enumeration","{E86CB891-B9DD-4549-BC6E-7AB5CA87EF86}","","Enumeratiesoort","Data object","","id-e86cb891-b9dd-4549-bc6e-7ab5ca87ef86","","","","28062023-11:06:06"
"897","typeringOndersteunendWater","De verschillende waarden die de typeringen van het  ondersteunend water kan aannemen.","Enumeration","{71F13BFD-E7BF-4b46-9E3F-BCC309372885}","","Enumeratiesoort","Data object","","id-71f13bfd-e7bf-4b46-9e3f-bcc309372885","","","","28062023-11:06:06"
"898","typeringOndersteunendWaterPlus","De verschillende waarden die een nadere classificatie van de typering van het ondersteunend water kan aannemen.","Enumeration","{AAA4F542-CC71-4808-B355-5234B54B4D0C}","","Enumeratiesoort","Data object","","id-aaa4f542-cc71-4808-b355-5234b54b4d0c","","","","28062023-11:06:06"
"899","typeringOpenbareRuimte","De verschillende waarden die de typering van een openbare ruimte kan aannemen. ","Enumeration","{BAB6FE74-FD44-4fca-B021-B87D38DFA5CB}","","Enumeratiesoort","Data object","","id-bab6fe74-fd44-4fca-b021-b87d38dfa5cb","","","","28062023-11:06:06"
"900","typeringOverbruggingsdeel","De verschillende waarden die de typering van een  onderdeel van een brugconstructie kan aannemen","Enumeration","{E0597DF2-B664-4b3c-8DCE-08DFB6C905C3}","","Enumeratiesoort","Data object","","id-e0597df2-b664-4b3c-8dce-08dfb6c905c3","","","","28062023-11:06:06"
"901","typeringOverigBouwwerk","De verschillende waarden die de typering van een overig bouwwerk kan aannemen","Enumeration","{F816C8FA-3D89-4004-944A-47A8D5C82ED5}","","Enumeratiesoort","Data object","","id-f816c8fa-3d89-4004-944a-47a8d5c82ed5","","","","28062023-11:06:06"
"902","typeringOverigeScheiding","De verschillende waarden die de typering van een overige scheiding kan aannemen.","Enumeration","{25785008-A2F4-4725-A525-B0E4FF470D9D}","","Enumeratiesoort","Data object","","id-25785008-a2f4-4725-a525-b0e4ff470d9d","","","","28062023-11:06:06"
"903","typeringScheiding","De verschillende waarden die de typering van een  scheiding kan aannemen","Enumeration","{46243659-A179-4d8d-9356-21680DA327E5}","","Enumeratiesoort","Data object","","id-46243659-a179-4d8d-9356-21680da327e5","","","","28062023-11:06:06"
"904","typeringVegetatieobject","De verschillende waarden die de typeringen van een  vrijstaande vegetatieobject kan aannemen","Enumeration","{B92F9DEF-A728-4425-BF33-2CCA3090CE70}","","Enumeratiesoort","Data object","","id-b92f9def-a728-4425-bf33-2cca3090ce70","","","","28062023-11:06:06"
"905","typeringWater","De verschillende waarden die de typering van het water kan aannemen.
","Enumeration","{61B9BC8D-DC58-4f6c-9EA7-11AD6101176B}","","Enumeratiesoort","Data object","","id-61b9bc8d-dc58-4f6c-9ea7-11ad6101176b","","","","28062023-11:06:06"
"906","typeringWaterPlus","De verschillende waarden die een nadere categorisering van een type water kan aannemen.
","Enumeration","{207728DF-D25F-4166-93DD-12EA3736161E}","","Enumeratiesoort","Data object","","id-207728df-d25f-4166-93dd-12ea3736161e","","","","28062023-11:06:06"
"907","typeringZekerheidsrecht","De verschillende waarden die de typering van het zekerheidsrecht kan aannemen.","Enumeration","{63813A6D-22A7-4fa1-AFA9-A40AFA3011A6}","","Enumeratiesoort","Data object","","id-63813a6d-22a7-4fa1-afa9-a40afa3011a6","","","","28062023-11:06:06"
"908","Uitgever","Iemand die iets op de markt brengt; iemand die iets uitgeeft","Class","{59CF7225-3D61-42e2-A399-7EB13450D97D}","","Erfgoed: Archief","Business object","","id-59cf7225-3d61-42e2-a399-7eb13450d97d","","","","28062023-11:06:06"
"909","UitkeringsRun","","Class","{F787184D-3AA8-4132-96C4-23A363C3C1B7}","","Participatie","Data object","","id-f787184d-3aa8-4132-96c4-23a363c3c1b7","","","","28062023-11:06:06"
"910","Uitlaatconstructie","Het eindpunt van een rioolleiding waar uitstroming van afvalwater uit het rioolstelsel naar het oppervlaktewater mogelijk is.","Class","{A5EEDFA7-48FF-4E7F-B5BF-4A809130A3D}","","Ruimte","Business object","","id-a5eedfa7-48ff-4e7f-b5bf-4a809130a3d","","","","28062023-11:06:06"
"911","Uitnodiging","Een verzoek om iets bij te wonen.","Class","{BB182A6F-6935-4702-ABEA-B96E32A40B02}","","Inkoop","Business object","","id-bb182a6f-6935-4702-abea-b96e32a40b02","Invitatie","","","28062023-11:06:06"
"912","Uitschrijving","Beeindiging van een inschrijving van een leerling bij een school","Class","{133AF611-9FA0-4a09-BF12-74C5FA5F6F60}","https://wetten.overheid.nl/BWBR0043632/2020-07-01","Onderwijs","Business object","","id-133af611-9fa0-4a09-bf12-74c5fa5f6f60","","","","28062023-11:06:06"
"913","Uitstroomreden","Motivatie voor uitstroom","Class","{42D33289-422A-4d94-BE6B-44B34CC230B5}","","Schuldhulpverlening","Data object","","id-42d33289-422a-4d94-be6b-44b34cc230b5","","","","28062023-11:06:06"
"914","UitstroomredenSHV","","Enumeration","{FBF79BF2-ACCD-49ce-8B78-84F27AEBA132}","","Schuldhulpverlening","Data object","","id-fbf79bf2-accd-49ce-8b78-84f27aeba132","","","","28062023-11:06:06"
"915","Uitstroomredensoort","Typering van een uitstroomreden","Class","{00D4F259-1598-4817-AA3E-B38B6B156D20}","","Schuldhulpverlening","Data object","","id-00d4f259-1598-4817-aa3e-b38b6b156d20","","","","28062023-11:06:06"
"916","Uitvoerder Graafwerkzaamheden","Degene die op de bouwlocatie van een project de leiding heeft met betrekking tot de graafwerkzaamheden","Class","{BBE1DC54-1482-4650-BB7F-930DDB823E09}","","Ruimte","Business object","","id-bbe1dc54-1482-4650-bb7f-930ddb823e09","","","","28062023-11:06:06"
"917","Uitvoerende instantie","Onderdeel van het bevoegd gezag dat uitvoering geeft aan wetten en besluiten","Class","{1B3A22D3-E2BA-440a-A2FD-B3D322FB1171}","","Omgevingswet","Business object","","id-1b3a22d3-e2ba-440a-a2fd-b3d322fb1171","","","","28062023-11:06:06"
"918","Uitvoeringsregel","De uitvoeringsregels bepalen hoe de benodigde gegevens (input data) wordt uitgevraagd. Dit kan op verschillende manieren gebeuren zoals een vraag aan een initiatiefnemer of een bevraging van een registratie.","Class","{1528D03C-4F22-4d6b-A44F-605802C195C4}","https://www.begrippenxl.nl/dso/nl/page/Uitvoeringsregel","Omgevingswet","Business object","","id-1528d03c-4f22-4d6b-a44f-605802c195c4","","","","28062023-11:06:06"
"919","Uren","Aantal besteedde uren aan een activiteit","Class","{93165DEC-ECB7-4225-9484-E1727524A1B5}","","HR","Data object","","id-93165dec-ecb7-4225-9484-e1727524a1b5","","","","28062023-11:06:06"
"920","V-Log-Info","V-log is een open standaard voor datalogging van een verkeersregelinstallatie.","Class","{E4EEBD4D-A41E-4c9d-8099-CDA45BFF0056}","","Verkeer","Data object","","id-e4eebd4d-a41e-4c9d-8099-cda45bff0056","","","","28062023-11:06:06"
"921","Vaartuig","Een zee- of binnenvaartuig, tot de vaart gebruikt of bestemd, daaronder begrepen drijvende werktuigen, zoals baggerwerktuigen, kranen, bokken, elevators, alsmede woonschepen, glijboten en ponten.","Class","{D12123D3-D62D-4978-B7D4-8405F00A0D6A}","https://www.begrippenxl.nl/aquo/nl/page/Id-b0b6883a-5e6b-4c5e-ba23-477cb6c0578d","Vergunningverlening, Toezicht en Handhaving","Business object","","id-d12123d3-d62d-4978-b7d4-8405f00a0d6a","","","","28062023-11:06:06"
"922","Vacature","Een arbeidsplaats binnen een bedrijf of organisatie die nog gevuld dient te worden door werkzoekenden.","Class","{DC978807-5F36-4148-B816-D6886D026DD8}","","HR","Business object","","id-dc978807-5f36-4148-b816-d6886d026dd8","","","","28062023-11:06:06"
"923","VALUTA","De hoedanigheid van tot een bepaalde natie te behoren.","Class","{ABC4F2A1-A1C6-4db4-9227-4D7D63C5F94E}","","Referentielijsten","Data object","","id-abc4f2a1-a1c6-4db4-9227-4d7d63c5f94e","","","","28062023-11:06:06"
"924","VALUTASOORT","De mogelijke munteenheden waarin een geldbedrag kan worden uitgedrukt conform de waardelijst Valutasoort van het Kadaster","Class","{DC6C8DCB-EE07-4e2b-9087-648BD0D0D473}","","Referentielijsten","Data object","","id-dc6c8dcb-ee07-4e2b-9087-648bd0d0d473","","","","28062023-11:06:06"
"925","Vastgoed Contract","","Class","{1C84E4B6-1BB5-4a0d-A945-FFFDFDFB544B}","","Vastgoed","Data object","","id-1c84e4b6-1bb5-4a0d-a945-fffdfdfb544b","","","","28062023-11:06:06"
"926","Vastgoedcontract","Overeenkomst tussen de huurder en verhuurder van een woning of deel van een woning","","","","","Business object","","id-bf16c7c6-07dc-26e4-723a-68a188091ce9","","","","28062023-11:06:06"
"927","Vastgoedcontractregel","ONderdeel van een vastgoedcontract","Class","{1C25D70B-AE22-4654-9190-2F55272D9BE6}","","Vastgoed","Data object","","id-1c25d70b-ae22-4654-9190-2f55272d9be6","","","","28062023-11:06:06"
